molecule_id,ototoxic_alert_matches,hair_cell_risk,mitochondrial_risk,oxidative_risk,ion_channel_risk,local_exposure,retention,local_cochlear_safety_class,evidence_level,note
REV-DE_NOVO-6305,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6306,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6307,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6308,aromatic_amine,MODERATE,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6309,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6310,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6311,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6312,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6313,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6314,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6315,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6316,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6317,nitroarene,MODERATE,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6318,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6319,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6320,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-DE_NOVO-6321,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6322,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6323,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6324,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6325,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6326,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6327,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6328,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6329,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6330,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6331,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6332,nitroarene,MODERATE,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6333,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6334,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6335,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6336,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6337,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6338,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6339,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6340,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6341,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6342,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6343,aromatic_amine,MODERATE,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6344,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6345,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6346,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6347,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6348,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6349,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6350,aromatic_amine,MODERATE,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6351,,MODERATE,UNKNOWN,MODERATE,UNKNOWN,UNKNOWN,UNKNOWN,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6352,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6353,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6354,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6355,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6356,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6357,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6358,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6359,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6360,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6361,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6362,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6363,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6364,nitroarene,MODERATE,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6365,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6366,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6367,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6368,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6369,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6370,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6371,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6372,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6373,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6374,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6375,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6376,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6377,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6378,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6379,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6380,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6381,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6382,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6383,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6384,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6385,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
REV-INFORMATION_GAIN-6386,,LOW,UNKNOWN,LOW,UNKNOWN,UNKNOWN,UNKNOWN,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,"Structural-alert proxy for ototoxicity-associated motifs. 'Low predicted liability' is not demonstrated hair-cell safety; OHC toxicity requires empirical assay (e.g., OHC explant / TMRE)."
